32900011,24,12,3,1,11,1,2,1,2,58,1,5,113.4
46390011,32,5,4,3,5,0,4,2,7,16,1,5,6912.0
32900015,16,3,2,2,2,1,2,0,4,99,2,5,136.2
32900020,18,8,2,1,6,2,2,0,2,99,3,5,108.8
32900026,291,125,37,15,64,61,25,15,34,99,3,5,195.8
54480014,29,7,2,4,7,0,2,0,9,13,1,5,1403.2
32900005,9,2,1,1,2,0,0,1,2,6,1,5,1.27669288E7
32900008,13,4,2,1,4,0,1,1,2,58,1,5,100.8
32900007,24,9,4,1,9,0,2,2,2,58,1,5,125.6
15300006,10,4,1,1,4,0,0,1,2,26,2,5,166.6
15300018,27,12,4,1,10,2,3,1,2,26,3,5,239.8
15300028,27,12,4,1,10,2,3,1,2,26,3,5,225.4
18880002,48,28,0,3,19,9,0,0,7,11,1,5,1.29075231382E10
15300031,10,4,1,1,4,0,0,1,2,26,2,5,147.0
46390006,18,2,4,1,2,0,4,0,2,16,1,5,3709.4
46390005,32,5,4,3,5,0,4,0,7,16,1,5,5614.4
46390002,32,5,4,3,5,0,4,0,7,16,1,5,7625.4
46390008,32,5,4,3,5,0,4,0,7,16,1,5,7610.8
13960007,56,21,1,7,20,1,0,1,17,51,1,5,1.26391434E7
13960014,61,18,2,5,12,6,2,2,12,26,1,5,2.928980518E8
13960017,14,2,0,1,2,0,0,0,2,36,1,5,2.01308958E8
13960059,87,36,8,1,26,10,12,6,2,46,4,5,486.6
13960056,24,11,0,1,2,9,0,2,2,46,1,5,7831.6
13960064,11,2,2,1,2,0,1,1,2,6,1,5,231076.2
32900030,14,2,3,1,2,0,1,2,2,99,1,5,151.6
32900036,18,8,2,1,6,2,2,0,2,30,3,5,559188.6
32900039,11,5,0,1,3,2,0,0,2,15,1,5,64.4
32900041,47,23,0,3,8,15,0,0,8,22,1,5,2210456.0
7670012,289,92,34,23,52,40,20,14,56,60,1,5,9.45714074E7
13890001,13,4,0,2,4,0,0,0,5,7,1,5,701857.4
63390009,18,11,0,1,1,10,0,0,1,13,1,5,720473.2
63390001,13,4,1,1,2,2,0,1,2,6,1,5,4687180.6
13960096,1646,899,226,24,714,185,189,37,58,77,1,5,310261.0
62050002,11,2,2,1,2,0,1,1,2,28,2,5,127.25
62050001,35,15,5,1,6,9,4,1,2,28,2,5,1959666.2
51380010,15,5,2,1,2,3,1,1,2,11,1,5,16853.6
61780002,44,7,6,3,6,1,8,0,7,86,1,5,1054706.0
51930003,7,3,0,1,3,0,0,0,2,18,1,5,561894.0
51930002,30,7,1,4,7,0,1,0,9,18,1,5,2.622316908E8
51380009,8,2,1,1,2,0,0,1,2,11,1,5,91.8
61780012,8,2,1,1,2,0,0,1,2,86,1,5,123.0
61780010,10,4,1,1,4,0,0,1,2,86,2,5,139.0
61780005,58,17,5,9,17,0,3,3,17,86,1,5,831035.0
13960085,177,126,12,5,116,10,11,1,12,77,1,5,25572.4
73180013,244,74,32,19,41,33,31,8,50,79,2,5,3911008.2
73180019,32,11,3,3,8,3,3,0,8,79,3,5,165.75
73180022,253,79,32,19,41,38,33,8,50,79,2,5,500.0
73180021,155,49,20,11,21,28,21,8,28,79,3,5,322.0
53140002,8,2,1,1,2,0,0,1,2,11,1,5,102.0
19350007,12,2,2,1,2,0,2,0,2,51,2,5,4368.2
53140026,92,40,12,2,9,31,7,5,5,47,3,5,556621.6
36940001,40,14,7,1,6,8,6,1,2,28,2,5,1915368.6
36940003,12,2,2,1,2,0,2,0,2,28,2,5,80762.2
36940002,11,2,2,1,2,0,1,1,2,28,2,5,132.6
20410005,11,4,1,1,3,1,1,0,2,44,1,5,92.4
63080003,19,7,1,3,7,0,0,1,7,21,1,5,1279.2
55400012,32,8,3,5,8,0,1,2,8,78,2,5,199.0
23010007,11,3,1,1,2,1,1,0,2,11,1,5,71.8
61780025,11,2,2,1,2,0,1,1,2,54,1,5,329.2
61780016,45,20,2,3,12,8,0,2,7,86,1,5,522421.6
55400005,21,3,3,1,2,1,2,1,2,78,3,5,95.0
13350003,12,2,2,1,2,0,2,0,2,28,2,5,86307.2
13350002,11,2,2,1,2,0,1,1,2,28,2,5,144.2
13350001,29,12,4,1,6,6,3,1,2,28,2,5,2079429.2
55400017,30,7,2,3,5,2,2,0,7,11,1,5,767.0
55400016,18,4,2,1,2,2,2,0,2,11,2,5,223.8
55400015,47,16,2,7,13,3,0,2,13,17,1,5,1896849.4
34210015,10,2,1,1,2,0,1,0,2,6,1,5,623.4
56480007,50,6,12,2,2,4,8,4,5,61,3,5,621424.0
56480004,11,2,2,1,2,0,1,1,2,61,1,5,61.4
56480013,9,2,1,1,2,0,1,0,2,6,1,5,3920.0
44450018,30,10,1,3,7,3,2,0,7,16,1,5,19077.2
44450012,20,8,1,3,8,0,0,1,7,36,1,5,202.2
44450010,56,21,4,5,14,7,7,1,12,36,1,5,1931628.2
44450007,26,9,2,3,8,1,2,0,7,36,1,5,18952.4
44450005,48,30,3,1,2,28,3,0,2,28,1,5,1828560.0
44450004,171,84,12,8,17,67,9,3,19,28,1,5,1421.4
34210010,44,7,8,5,7,0,6,2,11,47,1,5,1312.0
88870001,14,6,1,1,6,0,0,1,2,6,1,5,661092.0
88870006,39,2,0,1,2,0,0,16,2,9,1,5,564.6
88870005,8,2,0,1,2,0,0,1,2,9,1,5,49.2
34210004,20,5,2,3,5,0,1,1,7,11,1,5,581.6
44450025,29,13,3,1,5,8,3,0,2,6,1,5,120.0
13960125,160,97,18,3,85,12,15,3,7,46,1,5,211680.8
13960132,84,48,11,1,42,6,6,5,2,46,1,5,3470.4
13960102,232,91,15,6,42,49,33,14,15,76,2,5,4479086.2
13960101,208,84,13,3,35,49,31,14,7,76,3,5,907140.2
13960106,112,52,10,1,28,24,16,6,2,76,2,5,3107.8
26690004,15,7,1,1,3,4,0,1,2,86,2,5,114.8
26690005,18,9,1,1,5,4,0,1,2,86,2,5,67.2
13960116,44,14,7,3,11,3,5,2,7,66,1,5,113721.4
34780002,12,3,1,1,3,0,1,0,2,14,2,5,787093.2
64300002,72,27,12,1,9,18,11,1,2,26,2,5,1908.8
64300004,9,2,1,1,2,0,1,0,2,26,2,5,488160.6
64300009,9,2,1,1,2,0,1,0,2,11,2,5,2052.0
23940002,20,5,1,3,5,0,0,1,7,11,1,5,1454532.4
38040009,9,2,1,1,2,0,1,0,2,38,1,5,27070.6
88180014,8,2,1,1,2,0,0,1,2,62,1,5,181.6
54480004,20,5,2,3,5,0,1,1,7,11,1,5,497.4
54480002,12,3,1,1,3,0,0,1,2,6,1,5,532945.4
38040004,19,2,3,1,2,0,2,1,2,33,1,5,50207.6
38040005,12,2,0,1,2,0,0,0,2,33,1,5,3776390.2
38040006,10,3,1,1,3,0,0,1,2,33,1,5,1665646.0
38040001,9,2,1,1,2,0,1,0,2,33,1,5,23072.2
38040015,12,2,0,1,2,0,0,0,2,38,1,5,567.0
38040016,27,11,1,2,10,1,5,3,4,10,1,5,869.6
38040013,84,21,15,8,14,7,11,4,19,38,1,5,37347.0
87590003,81,25,9,8,12,13,1,8,20,24,1,4,1267183.0
15300016,10,4,1,1,4,0,0,1,2,26,2,4,165.0
15300027,19,7,1,3,7,0,0,1,7,26,1,4,1308.6
15300021,10,4,1,1,4,0,0,1,2,26,2,4,157.4
2840002,9,2,0,1,2,0,0,0,2,16,1,4,622857.8
2840001,9,2,0,1,2,0,0,0,2,16,1,4,449838.2
13960004,20,12,1,1,11,1,0,1,2,51,4,4,3550.0
13960008,48,32,3,1,29,3,0,3,2,51,4,4,793324.0
13960011,84,41,3,7,38,3,0,3,17,51,1,4,7423204.0
13960016,36,15,0,3,7,8,0,2,7,26,1,4,4236307.8
7670002,13,4,1,1,3,1,1,0,2,60,3,4,14639.0
7670003,11,2,2,1,2,0,1,1,2,60,3,4,73.4
7670004,37,19,5,1,5,14,4,1,2,60,3,4,84.8
7670005,13,4,1,1,3,1,1,0,2,60,3,4,16010.0
13960046,10,4,1,1,4,0,0,1,2,26,2,4,182.0
