48,32,3,1,29,3,0,3,2,51,4,4
56,21,1,7,20,1,0,1,17,51,1,5
44,18,1,5,17,1,0,1,12,51,2,1
32,15,1,3,14,1,0,1,7,51,3,10
84,41,3,7,38,3,0,3,17,51,1,4
72,38,3,5,35,3,0,3,12,51,2,1
24,12,0,1,4,8,0,2,2,26,2,2
61,18,2,5,12,6,2,2,12,26,1,5
36,15,2,3,9,6,2,2,7,26,2,1
27,12,2,1,6,6,2,2,2,26,3,3
28,7,1,3,6,1,0,1,7,36,2,8
13,4,1,1,3,1,0,1,2,36,3,10
14,2,0,1,2,0,0,0,2,36,1,5
36,15,0,3,7,8,0,2,7,26,1,4
28,7,1,3,6,1,0,1,7,36,2,1
13,4,1,1,3,1,0,1,2,36,3,10
43,10,1,5,9,1,0,1,12,36,1,3
48,19,8,1,8,11,5,3,2,11,1,8
15,2,3,1,2,0,3,0,2,11,1,8
14,5,2,1,2,3,1,1,2,11,1,10
11,4,1,1,4,0,1,0,2,13,2,1
16,7,2,1,2,5,1,1,2,11,1,4
21,7,1,3,7,0,1,0,7,13,1,10
21,7,1,3,7,0,1,0,7,13,1,16
13,4,1,1,3,1,1,0,2,60,3,4
11,2,2,1,2,0,1,1,2,60,3,4
11,4,1,1,4,0,1,0,2,13,2,2
17,9,1,1,4,5,0,1,2,60,3,4
17,2,4,1,2,0,2,2,2,60,3,4
39,18,6,1,5,13,5,1,2,60,4,16
37,19,5,1,5,14,4,1,2,60,3,4
13,4,1,1,3,1,1,0,2,60,3,4
24,11,0,1,2,9,0,2,2,46,1,2
19,7,1,3,7,0,0,1,7,26,1,2
10,4,1,1,4,0,0,1,2,26,2,4
87,42,10,5,34,8,9,1,12,26,1,8
25,11,0,3,3,8,0,0,7,14,1,3
53,18,8,1,18,0,6,6,2,46,2,2
87,36,8,1,26,10,12,6,2,46,4,3
72,26,9,4,26,0,7,6,9,46,1,4
11,5,1,1,5,0,0,1,2,46,1,16
184,72,16,8,62,10,20,14,18,46,1,4
174,68,16,6,58,10,20,14,14,46,2,2
128,59,12,3,49,10,14,8,7,46,3,8
87,36,8,1,26,10,12,6,2,46,4,5
72,26,9,4,26,0,7,6,9,46,1,4
53,18,8,1,18,0,6,6,2,46,2,2
24,11,0,1,2,9,0,2,2,46,1,5
184,72,16,8,62,10,20,14,18,46,1,4
174,68,16,6,58,10,20,14,14,46,2,1
128,59,12,3,49,10,14,8,7,46,3,3
47,32,4,1,30,2,3,1,2,91,4,4
31,19,3,1,18,1,2,1,2,91,3,10
11,2,2,1,2,0,1,1,2,6,1,5
11,5,1,1,5,0,0,1,2,46,1,4
15,2,2,1,2,0,1,1,2,21,2,8
14,2,3,1,2,0,1,2,2,99,1,5
15,2,2,1,2,0,1,1,2,21,2,3
24,5,2,3,5,0,1,1,7,21,1,16
13,4,2,1,4,0,1,1,2,6,1,2
28,5,4,1,5,0,2,2,2,68,3,2
24,5,2,3,5,0,1,1,7,21,1,8
63,10,10,5,10,0,6,4,12,68,1,16
17,4,2,2,4,0,0,2,5,14,2,2
29,7,2,4,7,0,0,2,10,14,1,16
50,7,9,3,7,0,5,4,6,68,2,8
22,11,2,1,8,3,0,2,2,31,2,10
27,11,1,1,2,9,0,3,2,31,1,16
22,2,0,1,2,0,0,0,2,31,1,1
10,4,1,1,4,0,0,1,2,30,2,10
44,11,1,5,10,1,0,1,12,36,1,3
18,8,2,1,6,2,2,0,2,30,3,5
77,27,3,3,11,16,0,11,7,31,1,10
11,5,0,1,3,2,0,0,2,15,1,5
47,24,1,1,8,16,0,5,2,31,2,1
41,18,3,3,15,3,0,3,7,31,1,16
9,3,1,1,3,0,0,1,2,21,1,16
38,17,0,3,9,8,0,2,7,21,1,8
26,14,0,1,6,8,0,2,2,21,2,1
12,2,0,1,2,0,0,0,2,21,1,1
27,4,4,1,4,0,2,2,2,68,2,8
18,3,1,2,2,1,1,0,4,68,2,3
52,14,5,6,9,5,3,2,13,68,2,8
47,23,0,3,8,15,0,0,8,22,1,5
21,5,3,2,3,2,2,1,4,68,3,2
8,2,1,1,2,0,0,1,2,68,1,8
277,89,33,21,49,40,19,14,51,60,2,3
289,92,34,23,52,40,20,14,56,60,1,5
13,4,0,2,4,0,0,0,5,7,1,5
34,7,3,3,5,2,2,1,7,22,2,8
15,6,2,1,6,0,1,1,2,11,2,2
24,9,2,3,9,0,1,1,7,11,1,8
18,4,2,1,2,2,2,0,2,22,3,2
43,10,3,5,8,2,2,1,12,22,1,1
13,5,1,1,4,1,0,1,2,26,2,3
25,8,1,3,7,1,0,1,7,26,1,2
13,5,1,1,4,1,0,1,2,26,2,1
9,2,0,1,2,0,0,0,2,26,1,16
94,31,13,7,15,16,8,5,16,60,3,4
17,2,0,1,2,0,0,0,2,21,1,4
12,3,2,1,2,1,1,1,2,68,2,3
25,8,1,3,7,1,0,1,7,26,1,2
16,8,1,1,7,1,0,1,2,21,3,4
18,11,0,1,1,10,0,0,1,13,1,5
78,39,10,3,31,8,9,1,7,26,2,10
7,3,0,1,3,0,0,0,2,44,1,10
69,36,10,1,28,8,9,1,2,26,3,3
75,29,6,5,23,6,0,6,12,21,1,8
63,26,6,3,20,6,0,6,7,21,2,3
13,4,1,1,2,2,0,1,2,6,1,5
13,4,1,1,3,1,1,0,2,60,4,16
17,2,4,1,2,0,2,2,2,60,4,10
8,2,1,1,2,0,0,1,2,6,1,8
18,9,1,1,5,4,0,1,2,31,1,10
18,9,1,1,5,4,0,1,2,31,1,3
27,15,3,1,11,4,0,3,2,31,1,3
327,141,61,1,107,34,46,15,2,77,2,1
8,2,1,1,2,0,0,1,2,6,1,3
23,9,1,3,9,0,0,1,7,81,1,8
43,17,7,2,14,3,5,2,4,33,1,8
326,194,41,3,149,45,36,5,7,77,2,1
9,2,1,1,2,0,0,1,2,16,3,10
14,6,1,1,6,0,0,1,2,81,2,3
317,191,41,1,146,45,36,5,2,77,3,10
25,6,1,3,6,0,1,0,7,81,1,8
36,9,1,5,8,1,0,1,12,16,1,3
317,191,41,1,146,45,36,5,2,77,2,2
168,123,12,3,113,10,11,1,7,77,2,1
22,6,1,3,5,1,0,1,7,16,2,2
9,3,1,1,3,0,0,1,2,81,1,8
11,2,2,1,2,0,1,1,2,33,1,3
101,59,9,5,55,4,6,3,12,76,1,2
9,2,1,1,2,0,1,0,2,81,1,8
74,44,7,3,41,3,5,2,7,76,2,1
9,3,1,1,3,0,0,1,2,81,1,8
39,24,4,1,22,2,3,1,2,76,3,1
9,2,1,1,2,0,1,0,2,81,1,8
23,8,4,1,6,2,3,1,2,33,1,8
1646,899,226,24,714,185,189,37,58,77,1,5
159,120,12,1,110,10,11,1,2,77,3,10
293,113,59,1,72,41,49,10,2,77,2,1
11,2,2,1,2,0,1,1,2,28,2,5
35,15,5,1,6,9,4,1,2,28,2,5
85,28,9,8,18,10,7,2,19,28,1,3
12,2,2,1,2,0,2,0,2,28,2,5
18,9,1,1,5,4,0,1,2,9,1,3
12,2,2,1,2,0,2,0,2,28,1,3
36,9,6,3,2,7,4,2,6,10,1,3
48,15,10,1,10,5,5,5,2,25,1,8
21,7,1,3,7,0,1,0,7,14,1,2
11,4,1,1,4,0,1,0,2,14,2,3
29,3,3,1,2,1,3,1,2,11,2,10
5,2,0,1,2,0,0,0,2,6,1,16
10,4,0,1,3,1,0,0,2,6,1,1
9,3,0,1,2,1,0,0,2,6,1,1
19,5,0,3,3,2,0,0,8,12,1,16
37,11,0,7,11,0,0,0,18,22,1,1
38,12,3,4,9,3,2,1,9,18,2,1
51,15,4,6,12,3,3,2,14,18,1,1
26,8,0,5,8,0,0,0,13,22,2,8
5,2,0,1,2,0,0,0,2,22,3,4
41,6,4,3,5,1,4,1,7,11,1,5
29,13,1,2,12,1,5,3,4,13,2,1
38,16,1,4,15,1,5,3,9,13,1,1
12,3,2,1,2,1,1,1,2,25,1,8
19,8,2,1,6,2,2,0,2,18,3,3
11,4,1,1,4,0,1,0,2,13,2,1
21,7,1,3,7,0,1,0,7,13,1,2
15,5,2,1,2,3,1,1,2,11,1,5
9,2,1,1,2,0,1,0,2,8,1,2
10,4,1,1,4,0,0,1,2,86,3,2
44,7,6,3,6,1,8,0,7,86,1,5
31,19,3,1,18,1,2,1,2,91,3,10
31,4,6,1,3,1,8,0,2,86,2,2
104,60,7,7,57,3,5,2,17,91,2,4
58,36,4,3,34,2,3,1,7,91,3,10
218,121,14,17,115,6,10,4,42,91,1,8
101,57,7,7,54,3,5,2,17,91,2,8
56,34,4,3,32,2,3,1,7,91,3,10
46,31,4,1,29,2,3,1,2,91,4,4
104,62,7,7,59,3,5,2,17,91,2,1
33,21,3,1,20,1,2,1,2,91,3,10
57,36,4,3,34,2,3,1,7,91,3,8
48,33,4,1,31,2,3,1,2,91,4,4
32,9,3,3,9,0,2,1,7,16,1,10
7,3,0,1,3,0,0,0,2,18,1,5
30,12,5,1,5,7,4,1,2,51,2,1
30,7,1,4,7,0,1,0,9,18,1,5
14,5,2,1,5,0,1,1,2,16,2,10
70,28,13,1,9,19,12,1,2,51,2,1
31,10,6,1,2,8,5,1,2,21,1,16
18,9,1,1,5,4,0,1,2,9,1,4
11,4,1,1,4,0,0,1,2,6,1,10
17,5,3,1,2,3,2,1,2,21,1,4
21,6,4,1,6,0,2,2,2,51,2,1
16,4,3,1,2,2,2,1,2,21,1,4
238,87,39,11,41,46,33,6,27,51,1,8
23,8,4,1,4,4,3,1,2,51,2,4
17,5,3,1,2,3,2,1,2,21,1,4
62,23,12,1,7,16,11,1,2,51,2,1
77,46,6,3,46,0,0,6,7,86,1,5
8,2,1,1,2,0,0,1,2,11,1,5
63,41,6,1,41,0,0,6,2,86,2,2
8,2,1,1,2,0,0,1,2,86,1,5
21,6,4,1,6,0,2,2,2,51,1,16
33,20,3,1,19,1,2,1,2,91,3,10
19,7,1,3,7,0,0,1,7,86,1,16
18,9,1,1,5,4,0,1,2,9,1,2
20,11,2,1,10,1,1,1,2,91,2,2
10,4,1,1,4,0,0,1,2,86,2,5
24,8,4,1,8,0,4,0,2,16,1,4
9,2,1,1,2,0,1,0,2,18,2,3
168,123,12,3,113,10,11,1,7,77,2,1
159,120,12,1,110,10,11,1,2,77,3,10
271,104,48,7,47,57,46,2,17,86,1,5
216,116,15,17,109,7,10,5,42,91,1,3
211,86,36,5,38,48,34,2,12,86,2,2
26,12,3,1,10,2,2,1,2,91,2,10
177,126,12,5,116,10,11,1,12,77,2,1
174,73,30,3,29,44,28,2,7,86,3,8
168,123,12,3,113,10,11,1,7,77,3,10
85,37,15,1,16,21,14,1,2,86,4,16
58,17,5,9,17,0,3,3,17,86,1,5
159,120,12,1,110,10,11,1,2,77,4,4
177,126,12,5,116,10,11,1,12,77,1,5
46,14,5,7,14,0,3,3,12,86,2,2
42,23,3,3,22,1,2,1,7,91,2,10
9,2,1,1,2,0,1,0,2,39,1,2
9,2,1,1,2,0,1,1,2,21,1,8
82,7,2,5,7,0,20,1,12,21,1,3
12,2,2,1,2,0,2,1,2,21,2,5
20,7,2,1,3,4,1,1,2,39,1,4
21,5,4,1,4,1,3,1,2,39,1,2
22,6,4,1,4,2,3,1,2,39,1,4
28,12,4,1,12,0,2,2,2,39,1,4
12,3,1,1,3,0,2,2,2,39,1,4
11,2,1,1,2,0,1,0,2,67,1,2
11,2,1,1,2,0,1,0,2,67,1,1
37,10,6,3,7,3,4,2,7,67,1,3
21,6,4,1,4,2,3,1,2,67,2,10
33,9,5,3,7,2,3,2,7,67,1,3
21,6,4,1,4,2,3,1,2,67,2,2
8,2,1,1,2,0,0,1,2,79,1,4
272,81,37,21,48,33,36,8,55,79,1,2
244,74,32,19,41,33,31,8,50,79,2,5
148,44,20,11,21,23,19,8,28,79,3,3
89,27,12,6,11,16,13,5,16,79,4,4
32,11,3,3,8,3,3,0,8,79,3,3
10,2,1,1,2,0,1,0,2,6,1,10
18,10,0,1,5,5,0,0,2,6,1,4
15,4,2,1,2,2,1,1,2,51,2,10
32,11,3,3,8,3,3,0,8,79,3,5
8,2,1,1,2,0,0,1,2,79,1,8
22,5,2,3,5,0,2,0,7,51,1,10
8,2,1,1,2,0,0,1,2,79,1,4
12,3,1,1,3,0,0,1,2,6,1,10
8,2,1,1,2,0,0,1,2,79,1,4
24,7,2,3,5,2,1,1,7,51,1,8
17,10,0,2,10,0,0,0,4,8,1,8
8,2,1,1,2,0,0,1,2,79,1,2
51,8,0,6,8,0,6,0,13,24,1,10
8,2,1,1,2,0,0,1,2,79,1,8
22,4,3,3,4,0,4,2,5,9,1,10
8,2,1,1,2,0,0,1,2,79,1,8
8,2,1,1,2,0,0,1,2,19,1,10
281,86,37,21,48,38,38,8,55,79,1,2
30,5,0,4,5,0,6,0,8,24,2,1
253,79,32,19,41,38,33,8,50,79,2,5
155,49,20,11,21,28,21,8,28,79,3,5
94,30,12,6,11,19,15,5,16,79,4,4
34,6,2,4,6,0,5,0,10,19,1,4
12,2,1,1,2,0,2,0,2,51,1,10
62,26,8,2,24,2,2,6,5,36,2,10
39,12,5,2,12,0,3,2,4,28,1,3
71,29,8,4,27,2,2,6,10,36,1,10
12,2,1,1,2,0,2,0,2,51,1,10
23,3,2,2,3,0,4,0,5,19,2,16
10,2,1,1,2,0,2,0,2,19,1,10
22,5,2,3,5,0,2,0,7,51,1,8
12,2,2,1,2,0,2,0,2,51,2,2
12,2,2,1,2,0,1,1,2,19,1,10
24,7,2,3,5,2,1,1,7,51,1,8
31,18,1,1,10,8,0,1,2,36,2,10
20,5,4,1,3,2,3,1,2,16,1,8
40,21,1,3,13,8,0,1,7,36,1,10
28,6,2,4,6,0,0,2,10,14,1,10
19,3,4,1,3,0,4,0,2,6,1,2
9,3,1,1,3,0,0,1,2,11,1,4
10,2,1,1,2,0,1,0,2,6,1,10
20,7,2,2,7,0,2,0,4,36,2,10
8,2,1,1,2,0,0,1,2,79,1,8
8,2,1,1,2,0,0,1,2,11,1,5
32,10,2,4,10,0,2,0,9,36,1,10
12,3,1,1,3,0,0,1,2,6,1,8
19,3,2,2,3,0,0,2,5,14,2,1
58,19,12,1,11,8,8,4,2,31,1,16
16,4,3,1,2,2,2,1,2,31,1,8
46,7,8,4,7,0,7,1,8,12,1,10
26,5,4,3,5,0,3,1,7,51,1,16
17,2,4,1,2,0,3,1,2,51,2,8
21,4,2,2,3,1,2,0,4,24,1,3
12,2,2,1,2,0,2,0,2,51,2,2
98,34,5,12,22,12,8,0,26,30,1,16
48,18,3,6,12,6,6,0,12,30,2,1
15,3,3,1,2,1,2,1,2,18,1,4
54,11,7,7,11,0,7,0,16,20,1,4
8,2,1,1,2,0,0,1,2,18,1,4
31,7,7,1,4,3,5,2,2,16,1,2
24,6,5,1,3,3,4,1,2,16,1,2
21,6,4,1,4,2,3,1,2,67,2,4
12,2,2,1,2,0,2,0,2,51,2,2
8,2,1,1,2,0,0,1,2,67,1,1
12,2,1,1,2,0,2,0,2,51,1,10
31,10,0,4,10,0,3,0,7,16,2,4
17,2,4,1,2,0,3,1,2,51,2,10
33,9,5,3,7,2,3,2,7,67,1,10
52,13,0,6,13,0,3,0,12,16,1,10
22,5,2,3,5,0,2,0,7,51,1,10
22,9,2,1,4,5,0,2,2,102,1,8
12,2,1,1,2,0,2,0,2,51,1,10
13,5,1,1,5,0,1,0,2,81,2,4
12,4,1,1,4,0,1,0,2,67,2,3
8,2,1,1,2,0,0,1,2,67,1,1
9,3,1,1,3,0,0,1,2,11,1,16
15,7,1,1,6,1,0,1,2,11,2,2
10,4,1,1,4,0,0,1,2,11,1,4
11,2,2,1,2,0,1,1,2,18,1,4
24,7,1,3,7,0,1,0,7,67,1,10
70,19,10,5,17,2,6,4,12,31,1,3
13,5,1,1,5,0,1,0,2,81,2,3
50,24,4,2,24,0,2,2,4,19,2,2
12,2,2,1,2,0,2,0,2,51,2,5
23,11,1,3,11,0,0,1,7,81,1,1
24,10,1,3,9,1,0,1,7,11,1,10
26,5,4,3,5,0,3,1,7,51,1,10
13,4,2,1,4,0,1,1,2,31,2,16
33,14,4,1,12,2,3,1,2,28,1,3
14,8,1,1,8,0,0,1,2,81,2,10
20,8,3,1,6,2,2,1,2,31,2,3
15,4,2,1,2,2,1,1,2,51,2,2
25,8,1,3,8,0,1,0,7,81,1,8
136,67,11,6,65,2,6,5,13,19,1,3
22,5,2,3,5,0,2,0,7,51,1,10
13,3,1,1,3,0,1,0,2,81,2,3
23,11,1,3,11,0,0,1,7,81,1,1
14,8,1,1,8,0,0,1,2,81,2,16
25,8,1,3,8,0,1,0,7,81,1,8
10,2,1,1,2,0,2,0,2,6,1,10
38,16,1,4,15,1,5,3,9,13,1,3
11,4,1,1,4,0,1,0,2,13,2,3
92,40,12,2,9,31,7,5,5,47,3,5
20,7,3,1,5,2,2,1,2,52,2,3
51,17,7,4,13,4,5,2,9,52,1,8
20,5,2,2,4,1,2,0,4,47,2,2
69,18,10,5,17,1,6,4,11,47,1,16
21,7,1,3,7,0,1,0,7,13,1,8
10,2,1,1,2,0,2,0,2,6,1,2
8,3,0,1,3,0,1,0,2,35,2,10
78,26,10,5,15,11,6,4,12,16,1,3
214,136,8,7,21,115,17,8,19,44,1,1
39,17,6,1,9,8,2,4,2,16,3,4
57,20,8,3,12,8,4,4,7,16,2,10
40,14,7,1,6,8,6,1,2,28,2,5
14,6,1,1,6,0,2,0,2,35,3,10
28,10,1,3,10,0,4,0,7,35,2,10
79,23,1,11,23,0,10,0,27,35,1,2
25,5,6,1,5,0,4,2,1,9,2,1
40,9,8,3,9,0,6,2,5,9,1,3
16,2,0,1,2,0,0,0,2,6,1,1
8,2,0,1,2,0,0,0,2,6,1,10
34,4,1,3,4,0,0,6,7,35,2,10
51,7,1,5,7,0,0,6,12,35,1,3
27,11,1,2,10,1,5,3,4,10,1,2
29,13,1,2,12,1,5,3,4,13,2,2
9,1,0,1,1,0,2,0,1,35,2,10
26,4,1,3,4,0,4,0,7,35,1,3
21,2,0,1,2,0,5,0,2,35,2,2
33,4,1,2,4,0,6,0,6,35,1,2
16,2,0,1,2,0,0,0,2,6,1,3
21,7,1,3,7,0,1,0,7,13,1,8
16,2,0,1,2,0,0,0,2,6,1,10
12,2,0,1,2,0,0,0,2,6,1,10
141,113,2,3,15,98,0,2,7,25,1,8
21,3,0,1,2,1,0,0,2,6,1,10
11,4,1,1,4,0,1,0,2,13,2,10
12,2,0,1,2,0,0,0,2,6,1,8
13,3,0,1,2,1,0,0,2,6,1,10
16,2,0,1,2,0,0,0,2,6,1,10
12,2,0,1,2,0,0,0,2,6,1,10
18,8,2,1,6,2,2,0,2,31,2,10
12,2,0,1,2,0,0,0,2,6,1,10
54,19,3,5,12,7,2,1,12,31,2,16
20,3,0,1,2,1,2,0,2,6,1,10
24,5,5,1,2,3,4,1,2,6,1,10
23,5,0,1,2,3,0,0,2,6,1,10
105,36,6,11,27,9,4,2,27,31,1,16
41,19,1,4,15,4,5,3,9,15,1,8
32,16,1,2,12,4,5,3,4,15,2,16
12,2,2,1,2,0,2,0,2,28,1,3
90,27,11,8,18,9,9,2,19,28,1,4
12,2,2,1,2,0,2,0,2,28,2,5
11,2,2,1,2,0,1,1,2,28,2,5
36,9,6,3,2,7,4,2,6,10,1,3
18,9,1,1,5,4,0,1,2,9,1,3
16,2,0,1,2,0,0,0,2,6,1,10
9,4,0,1,2,2,0,0,2,48,1,1
13,2,0,1,2,0,0,0,2,6,1,10
17,6,2,1,2,4,2,0,2,48,1,8
18,3,0,1,2,1,2,0,2,6,1,10
11,4,1,1,3,1,1,0,2,44,1,5
16,2,0,1,2,0,0,0,2,6,1,10
82,50,4,4,20,30,0,4,9,44,1,1
13,3,0,1,2,1,0,0,2,6,1,3
15,2,0,1,2,0,0,0,2,6,1,10
21,6,4,1,6,0,2,2,2,6,1,1
12,2,0,1,2,0,0,0,2,6,1,10
19,5,0,1,2,3,0,0,2,6,1,10
25,10,4,1,10,0,2,2,2,25,1,1
14,3,0,1,2,1,0,0,2,6,1,3
15,9,0,1,2,7,0,0,2,25,2,10
39,15,4,1,6,9,9,3,2,6,1,1
10,4,1,1,4,0,0,1,2,21,2,1
12,2,0,1,2,0,0,0,2,6,1,10
23,8,4,1,7,1,2,2,2,25,1,1
38,12,0,4,8,4,6,0,9,13,1,16
10,4,1,1,4,0,0,1,2,21,2,1
19,7,1,3,7,0,0,1,7,21,1,5
67,34,10,1,22,12,7,3,2,11,2,2
19,7,1,3,7,0,0,1,7,21,1,10
10,4,1,1,4,0,0,1,2,31,2,2
76,37,10,3,25,12,7,3,7,11,1,1
23,10,3,1,6,4,2,1,2,31,3,16
14,4,1,1,2,2,0,1,2,11,1,2
34,11,2,5,9,2,0,2,8,17,2,4
10,3,1,1,2,1,1,0,2,11,1,10
41,11,3,7,11,0,1,2,13,78,1,1
6,2,0,1,2,0,0,0,2,37,1,2
32,8,3,5,8,0,1,2,8,78,2,5
11,3,1,1,2,1,1,0,2,11,1,5
28,9,1,3,7,2,0,1,7,78,1,8
15,4,1,1,3,1,0,1,2,78,2,2
11,2,2,1,2,0,1,1,2,54,1,5
6,2,0,1,2,0,0,0,2,37,1,1
77,39,9,4,33,6,6,3,9,54,2,8
28,16,3,1,14,2,2,1,2,54,3,8
6,2,0,1,2,0,0,0,2,37,1,2
20,11,2,1,10,1,1,1,2,54,2,2
6,2,0,1,2,0,0,0,2,37,1,2
6,2,0,1,2,0,0,0,2,37,1,4
6,2,0,1,2,0,0,0,2,37,1,4
28,11,2,2,10,1,2,0,4,54,2,8
35,14,4,3,12,2,3,1,7,54,1,5
26,11,4,1,9,2,3,1,2,54,2,2
45,20,2,3,12,8,0,2,7,86,1,5
33,17,2,1,9,8,0,2,2,86,2,2
10,2,1,1,2,0,1,0,2,6,1,2
30,6,3,3,5,1,2,1,7,78,1,1
21,3,3,1,2,1,2,1,2,78,2,3
