32900011,24,12,3,1,11,1,2,1,2,58,1,16,128.8
32900011,24,12,3,1,11,1,2,1,2,58,1,1,160.2
32900011,24,12,3,1,11,1,2,1,2,58,1,2,138.0
32900011,24,12,3,1,11,1,2,1,2,58,1,3,189.2
32900011,24,12,3,1,11,1,2,1,2,58,1,4,150.8
32900011,24,12,3,1,11,1,2,1,2,58,1,5,113.4
32900011,24,12,3,1,11,1,2,1,2,58,1,8,140.6
32900011,24,12,3,1,11,1,2,1,2,58,1,10,134.8
87590003,81,25,9,8,12,13,1,8,20,24,1,16,1489130.4
87590003,81,25,9,8,12,13,1,8,20,24,1,1,1438591.8
87590003,81,25,9,8,12,13,1,8,20,24,1,2,1552318.6
87590003,81,25,9,8,12,13,1,8,20,24,1,3,1313534.4
87590003,81,25,9,8,12,13,1,8,20,24,1,4,1267183.0
87590003,81,25,9,8,12,13,1,8,20,24,1,5,1413627.6
87590003,81,25,9,8,12,13,1,8,20,24,1,8,1334258.4
87590003,81,25,9,8,12,13,1,8,20,24,1,10,1458196.4
32900012,39,21,5,1,18,3,4,1,2,58,1,16,176.4
32900012,39,21,5,1,18,3,4,1,2,58,1,1,203.4
32900012,39,21,5,1,18,3,4,1,2,58,1,2,198.4
32900012,39,21,5,1,18,3,4,1,2,58,1,3,234.4
32900012,39,21,5,1,18,3,4,1,2,58,1,4,212.4
32900012,39,21,5,1,18,3,4,1,2,58,1,5,204.6
32900012,39,21,5,1,18,3,4,1,2,58,1,8,173.2
32900012,39,21,5,1,18,3,4,1,2,58,1,10,237.2
46390011,32,5,4,3,5,0,4,2,7,16,1,16,8086.4
46390011,32,5,4,3,5,0,4,2,7,16,1,1,9353.6
46390011,32,5,4,3,5,0,4,2,7,16,1,2,8195.6
46390011,32,5,4,3,5,0,4,2,7,16,1,3,7269.2
46390011,32,5,4,3,5,0,4,2,7,16,1,4,8525.2
46390011,32,5,4,3,5,0,4,2,7,16,1,5,6912.0
46390011,32,5,4,3,5,0,4,2,7,16,1,8,9214.0
46390011,32,5,4,3,5,0,4,2,7,16,1,10,8035.4
87590002,10,2,1,1,2,0,1,0,2,24,2,16,3161.8
87590002,10,2,1,1,2,0,1,0,2,24,2,1,3328.0
87590002,10,2,1,1,2,0,1,0,2,24,2,2,3422.4
87590002,10,2,1,1,2,0,1,0,2,24,2,3,3692.6
87590002,10,2,1,1,2,0,1,0,2,24,2,4,3362.0
87590002,10,2,1,1,2,0,1,0,2,24,2,5,3635.4
87590002,10,2,1,1,2,0,1,0,2,24,2,8,3366.6
87590002,10,2,1,1,2,0,1,0,2,24,2,10,3159.8
46390012,20,2,4,1,2,0,4,2,2,16,1,16,6310.8
46390012,20,2,4,1,2,0,4,2,2,16,1,1,7069.6
46390012,20,2,4,1,2,0,4,2,2,16,1,2,6732.4
46390012,20,2,4,1,2,0,4,2,2,16,1,3,6016.2
46390012,20,2,4,1,2,0,4,2,2,16,1,4,7706.8
46390012,20,2,4,1,2,0,4,2,2,16,1,5,6143.2
46390012,20,2,4,1,2,0,4,2,2,16,1,8,8382.0
46390012,20,2,4,1,2,0,4,2,2,16,1,10,6120.0
32900010,19,7,1,3,7,0,0,1,7,58,1,16,1483.4
32900010,19,7,1,3,7,0,0,1,7,58,1,1,1268.6
32900010,19,7,1,3,7,0,0,1,7,58,1,2,1456.6
32900010,19,7,1,3,7,0,0,1,7,58,1,3,1520.0
32900010,19,7,1,3,7,0,0,1,7,58,1,4,1576.2
32900010,19,7,1,3,7,0,0,1,7,58,1,5,1469.4
32900010,19,7,1,3,7,0,0,1,7,58,1,8,1476.5
32900010,19,7,1,3,7,0,0,1,7,58,1,10,1706.2
87590001,16,4,2,2,4,0,0,2,5,24,2,16,903100.2
87590001,16,4,2,2,4,0,0,2,5,24,2,1,909821.6
87590001,16,4,2,2,4,0,0,2,5,24,2,2,964346.6
87590001,16,4,2,2,4,0,0,2,5,24,2,3,1002653.2
87590001,16,4,2,2,4,0,0,2,5,24,2,4,958333.6
87590001,16,4,2,2,4,0,0,2,5,24,2,5,1006822.0
87590001,16,4,2,2,4,0,0,2,5,24,2,8,809568.4
87590001,16,4,2,2,4,0,0,2,5,24,2,10,842172.8
32900015,16,3,2,2,2,1,2,0,4,99,2,16,294.2
32900015,16,3,2,2,2,1,2,0,4,99,2,1,157.8
32900015,16,3,2,2,2,1,2,0,4,99,2,2,146.2
32900015,16,3,2,2,2,1,2,0,4,99,2,3,138.6
32900015,16,3,2,2,2,1,2,0,4,99,2,4,167.0
32900015,16,3,2,2,2,1,2,0,4,99,2,5,136.2
32900015,16,3,2,2,2,1,2,0,4,99,2,8,294.2
32900015,16,3,2,2,2,1,2,0,4,99,2,10,137.8
46390010,22,2,4,1,2,0,4,2,2,16,2,16,2829.2
46390010,22,2,4,1,2,0,4,2,2,16,2,1,2236.2
46390010,22,2,4,1,2,0,4,2,2,16,2,2,2995.6
46390010,22,2,4,1,2,0,4,2,2,16,2,3,3829.6
46390010,22,2,4,1,2,0,4,2,2,16,2,4,4028.2
46390010,22,2,4,1,2,0,4,2,2,16,2,5,3007.2
46390010,22,2,4,1,2,0,4,2,2,16,2,8,3059.6
46390010,22,2,4,1,2,0,4,2,2,16,2,10,3015.2
32900013,15,6,2,1,6,0,1,1,2,58,2,16,761183.2
32900013,15,6,2,1,6,0,1,1,2,58,2,1,818121.0
32900013,15,6,2,1,6,0,1,1,2,58,2,2,604008.0
32900013,15,6,2,1,6,0,1,1,2,58,2,3,729977.2
32900013,15,6,2,1,6,0,1,1,2,58,2,4,712025.8
32900013,15,6,2,1,6,0,1,1,2,58,2,5,746730.8
32900013,15,6,2,1,6,0,1,1,2,58,2,8,754444.6
32900013,15,6,2,1,6,0,1,1,2,58,2,10,690484.6
32900014,24,9,2,3,9,0,1,1,7,58,1,16,2416.2
32900014,24,9,2,3,9,0,1,1,7,58,1,1,3109.8
32900014,24,9,2,3,9,0,1,1,7,58,1,2,2509.4
32900014,24,9,2,3,9,0,1,1,7,58,1,3,3593.0
32900014,24,9,2,3,9,0,1,1,7,58,1,4,2990.8
32900014,24,9,2,3,9,0,1,1,7,58,1,5,2808.4
32900014,24,9,2,3,9,0,1,1,7,58,1,8,2297.6
32900014,24,9,2,3,9,0,1,1,7,58,1,10,2846.0
32900019,24,9,2,3,9,0,1,1,7,99,1,16,865.2
32900019,24,9,2,3,9,0,1,1,7,99,1,1,1017.4
32900019,24,9,2,3,9,0,1,1,7,99,1,2,1066.4
32900019,24,9,2,3,9,0,1,1,7,99,1,3,1178.8
